0,0,0.214400296
0.078874822,1,0.08055861
0.15725818,2,0.164271286
0.234661671,3,0.534018901
0.310602998,4,0.487217319
0.384608975,5,0.522604792
0.456218475,6,0.717705368
0.524985304,7,0.774663545
0.590480979,8,0.881357909
0.6522974,9,0.788561889
0.710049393,10,0.753068125
0.763377108,11,0.933689362
0.811948263,12,1.050359427
0.855460214,13,0.929677089
0.893641841,14,1.184595619
0.926255235,15,1.05265507
0.953097185,16,1.181910178
0.974000441,17,1.226589658
0.988834754,18,1.159843643
0.997507694,19,1.192284306
0.999965219,20,1.093073305
0.996192018,21,1.260998978
0.986211599,22,1.125796122
0.970086152,23,1.107580635
0.947916153,24,0.986828797
0.919839741,25,1.084100582
0.88603186,26,0.996680597
0.846703164,27,1.042244522
0.802098709,28,1.019302741
0.752496421,29,0.998266435
0.69820537,30,0.799917764
0.639563842,31,0.761831729
0.576937226,32,0.772017435
0.510715748,33,0.706945959
0.441312028,34,0.501456579
0.369158518,35,0.450924087
0.294704802,36,0.451852196
0.218414797,37,0.41582188
0.140763861,38,0.147236937
0.062235834,39,0.313543722
-0.016679981,40,0.156326785
-0.095491864,41,0.03540083
-0.173708743,42,0.092687954
-0.250843252,43,-0.243840415
-0.326414771,44,-0.069900299
-0.399952418,45,-0.285102341
-0.470997984,46,-0.332893564
-0.539108788,47,-0.275935138
-0.603860436,48,-0.435200736
-0.664849463,49,-0.429580205
-0.72169585,50,-0.655608333
-0.774045392,51,-0.542226553
-0.8215719,52,-0.791567958
-0.863979239,53,-0.597448522
-0.901003173,54,-0.897277117
-0.932413006,55,-0.74049724
-0.958013027,56,-0.82065739
-0.977643722,57,-0.879534244
-0.991182774,58,-0.805219452
-0.998545823,59,-0.846764435
-0.999686988,60,-0.905525895
-0.99459916,61,-0.90085053
-0.98331404,62,-0.937112959
-0.965901946,63,-0.826847299
-0.942471371,64,-0.699376746
-0.913168311,65,-0.77144681
-0.878175349,66,-0.860609424
-0.837710527,67,-0.81467483
-0.792025978,68,-0.780249744
-0.741406359,69,-0.666307252
-0.686167078,70,-0.426108937
-0.62665233,71,-0.532121608
-0.563232946,72,-0.534601868
-0.496304089,73,-0.342392376
-0.426282789,74,-0.251473998
-0.353605345,75,-0.281230748
-0.278724607,76,-0.099516054
-0.20210715,77,0.087511082
-0.124230376,78,-0.054943086
-0.045579529,79,0.144906605
0.033355321,80,0.2885292
0.112082337,81,0.241665893
0.190110973,82,0.324023237
0.266955039,83,0.453366255
0.342135723,84,0.634563797
0.415184578,85,0.59950235
0.485646442,86,0.604807619
0.55308227,87,0.797464893
0.617071874,88,0.635290578
0.677216537,89,0.823106738
0.733141502,90,0.771208439
0.784498304,91,0.895526085
0.830966941,92,0.868102506
0.87225787,93,1.090412812
0.908113809,94,0.944407219
0.938311342,95,1.099086498
0.96266231,96,1.206878025
0.981014983,97,1.020293437
0.993255007,98,1.167525886
0.999306115,99,1.084349331
0.999130602,100,1.118429068
0.992729563,101,1.26659474
0.980142882,102,1.147738214
0.961448986,103,0.989864332
0.936764356,104,1.205782004
0.906242799,105,1.153852735
0.870074494,106,1.081542762
0.828484804,107,1.071605917
0.781732872,108,0.953961817
0.730110007,109,0.987277798
0.673937867,110,0.966425284
0.613566458,111,0.686770699
0.549371951,112,0.652871968
0.481754338,113,0.763203993
0.411134941,114,0.515355273
0.337953785,115,0.386974279
0.262666859,116,0.327530886
0.18574327,117,0.381823837
0.107662325,118,0.350919007
0.028910542,119,0.275021607
-0.050021381,120,0.136368887
-0.128641623,121,0.0244966
-0.206460307,122,0.044158583
-0.282992548,123,-0.189688038
-0.357761478,124,-0.136039534
-0.430301217,125,-0.335592822
-0.500159773,126,-0.471203786
-0.566901862,127,-0.292711219
-0.630111617,128,-0.34998823
-0.689395182,129,-0.424816002
-0.744383164,130,-0.459071807
-0.794732937,131,-0.790763103
-0.840130774,132,-0.590776112
-0.880293803,133,-0.786607283
-0.914971771,134,-0.904064004
-0.943948601,135,-0.677632238
-0.967043741,136,-0.928443971
-0.984113285,137,-0.933576908
-0.995050875,138,-0.743636558
-0.999788359,139,-0.809998664
-0.998296218,140,-0.908745476
-0.990583749,141,-0.875809909
-0.976699009,142,-0.969815503
-0.956728512,143,-0.902301088
-0.930796693,144,-0.672118877
-0.899065133,145,-0.668865745
-0.861731548,146,-0.561932247
-0.819028563,147,-0.645663091
-0.771222257,148,-0.641144134
-0.718610508,149,-0.471782281
-0.661521138,150,-0.596026053
-0.600309866,151,-0.555809403
-0.535358098,152,-0.402894961
-0.467070543,153,-0.213327421
-0.395872698,154,-0.236629233
-0.322208193,155,-0.153280418
-0.246536026,156,-0.087530239
-0.169327708,157,0.121939609
-0.091064318,158,0.112954558
-0.012233511,159,0.055374954
0.066673522,160,0.212959608
0.145165116,161,0.166052783
0.222752194,162,0.289240826
0.298951316,163,0.402023935
0.37328769,164,0.464107691
0.445298128,165,0.485252796
0.514533939,166,0.705966796
0.580563718,167,0.803862441
0.642976037,168,0.760696635
0.701382009,169,0.989399199
0.755417708,170,0.918661643
0.804746443,171,0.824221942
0.849060847,172,1.051678497
0.888084802,173,0.924173845
0.92157515,174,1.127903691
0.949323214,175,1.099056774
0.9711561,176,1.078729144
0.986937766,177,1.018046479
0.996569879,178,1.204786992
0.999992421,179,1.297828991
0.997184066,180,1.001336102
0.988162313,181,1.057609204
0.972983377,182,1.087602652
0.951741836,183,1.028452345
0.924570045,184,1.198423287
0.89163731,185,0.93624507
0.853148833,186,1.147681131
0.809344434,187,0.823487348
0.760497056,188,0.849401133
0.706911062,189,0.78822209
0.648920346,190,0.857468186
0.586886244,191,0.63301488
0.521195286,192,0.537822145
0.45225679,193,0.70419726
0.380500307,194,0.453338947
0.306372949,195,0.592750019
0.230336597,196,0.51113182
0.152865032,197,0.365038783
0.074440973,198,0.352765165
-0.004446924,199,0.277872293
